date,ward_id,population,pipe_age_years,supply_hours,pressure,demand,supply,complaints,pipe_breaks,tanker,scarcity,supply_hours_7day_avg,complaints_7day_avg,pipe_breaks_7day_avg,demand_supply_gap,supply_ratio
26/01/2024,W02,198000,12,12.6,56.8,25.93,27.23,0,1,0,0,11.18571429,1.457142857,0.714285714,-1.3,1.050134979
27/01/2024,W02,198000,12,9.7,53.4,26.55,21.46,3.13,0,52,0,10.92857143,1.84,0.571428571,5.09,0.808286252
28/01/2024,W02,198000,12,12.6,50.3,28.17,29.58,2.09,1,0,0,11.12857143,1.918571429,0.571428571,-1.41,1.050053248
29/01/2024,W02,198000,12,13.2,44.9,28.44,31.28,0,1,0,0,11.45714286,1.597142857,0.714285714,-2.84,1.099859353
30/01/2024,W02,198000,12,9.9,58.1,27.1,22.36,2.02,3,47,0,11.22857143,1.712857143,1.142857143,4.74,0.825092251
31/01/2024,W02,198000,12,11.7,48.6,27.36,26.68,0.59,0,8,0,11.18571429,1.62,0.857142857,0.68,0.975146199
01/02/2024,W02,198000,12,10.7,49.3,24.3,21.67,1.6,0,27,0,11.48571429,1.347142857,0.857142857,2.63,0.891769547
02/02/2024,W02,198000,12,11.6,46.8,28.65,27.69,1.42,1,11,0,11.34285714,1.55,0.857142857,0.96,0.966492147
03/02/2024,W02,198000,12,12.2,43,28.27,28.74,4.62,0,0,0,11.7,1.762857143,0.857142857,-0.47,1.016625398
04/02/2024,W02,198000,12,11.5,50.8,27.97,26.8,0.62,1,12,0,11.54285714,1.552857143,0.857142857,1.17,0.958169467
05/02/2024,W02,198000,12,13.8,46.5,28.3,32.55,0,0,0,0,11.62857143,1.552857143,0.714285714,-4.25,1.150176678
06/02/2024,W02,198000,12,9.8,46.1,28.55,23.32,2.22,1,53,0,11.61428571,1.581428571,0.428571429,5.23,0.816812609
07/02/2024,W02,198000,12,13.2,49.3,27.71,30.48,0.98,1,0,0,11.82857143,1.637142857,0.571428571,-2.77,1.099963912
08/02/2024,W02,198000,12,12.3,42.3,24.3,24.91,1.19,0,0,0,12.05714286,1.578571429,0.571428571,-0.61,1.025102881
09/02/2024,W02,198000,12,11,43.4,27.37,25.09,1.81,0,23,0,11.97142857,1.634285714,0.428571429,2.28,0.916697114
10/02/2024,W02,198000,12,8.9,50.7,27.26,20.22,3.26,0,70,0,11.5,1.44,0.428571429,7.04,0.741746148
11/02/2024,W02,198000,12,15.2,40.8,29.2,36.99,0,0,0,0,12.02857143,1.351428571,0.285714286,-7.79,1.266780822
12/02/2024,W02,198000,12,11.6,55.9,27.01,26.11,1.56,1,10,0,11.71428571,1.574285714,0.428571429,0.9,0.966679008
13/02/2024,W02,198000,12,10.4,51.6,28.58,24.77,1.65,0,39,0,11.8,1.492857143,0.285714286,3.81,0.866689993
14/02/2024,W02,198000,12,11.4,49.8,25.18,23.92,0.7,0,14,0,11.54285714,1.452857143,0.142857143,1.26,0.949960286
15/02/2024,W02,198000,12,11.1,43.2,25.49,23.58,0.91,1,19,0,11.37142857,1.412857143,0.285714286,1.91,0.925068654
16/02/2024,W02,198000,12,9.9,48.4,27.29,22.51,2.2,1,47,0,11.21428571,1.468571429,0.428571429,4.78,0.824844265
17/02/2024,W02,198000,12,10.6,39.9,26.04,23,4.01,0,31,0,11.45714286,1.575714286,0.428571429,3.04,0.883256528
18/02/2024,W02,198000,12,8.7,39.6,27.11,19.65,7.01,0,74,0,10.52857143,2.577142857,0.428571429,7.46,0.724824788
19/02/2024,W02,198000,12,9.9,51.4,28.68,23.66,1.92,0,50,0,10.28571429,2.628571429,0.285714286,5.02,0.824965132
20/02/2024,W02,198000,12,11.7,56.6,28.88,28.16,0.29,1,8,0,10.47142857,2.434285714,0.428571429,0.72,0.975069252
21/02/2024,W02,198000,12,12.7,44.5,26.23,27.76,1.43,0,0,0,10.65714286,2.538571429,0.428571429,-1.53,1.058330156
22/02/2024,W02,198000,12,9,48.5,25.14,18.86,3.15,0,64,0,10.35714286,2.858571429,0.285714286,6.28,0.750198886
23/02/2024,W02,198000,12,10.9,50.7,26.88,24.42,1.42,0,25,0,10.5,2.747142857,0.142857143,2.46,0.908482143
24/02/2024,W02,198000,12,7.4,40.1,25.42,15.68,4.58,0,98,1,10.04285714,2.828571429,0.142857143,9.74,0.616837136
25/02/2024,W02,198000,12,11.4,38.1,24.23,23.02,0.6,3,14,0,10.42857143,1.912857143,0.571428571,1.21,0.950061907
26/02/2024,W02,198000,12,13,51.1,26.23,28.42,0,1,0,0,10.87142857,1.638571429,0.714285714,-2.19,1.083492185
27/02/2024,W02,198000,12,7.4,51.5,26.69,16.46,4.28,0,104,1,10.25714286,2.208571429,0.571428571,10.23,0.616710378
28/02/2024,W02,198000,12,10.5,46,24.69,21.6,2.81,1,30,0,9.942857143,2.405714286,0.714285714,3.09,0.874848117
29/02/2024,W02,198000,12,12.5,49.2,25.7,26.77,0,0,0,0,10.44285714,1.955714286,0.714285714,-1.07,1.041634241
01/03/2024,W02,198000,12,9.1,53.8,28.93,21.94,3.33,0,70,0,10.18571429,2.228571429,0.714285714,6.99,0.758382302
02/03/2024,W02,198000,12,13,49.4,27.94,30.27,1.79,4,0,0,10.98571429,1.83,1.285714286,-2.33,1.083392985
03/03/2024,W02,198000,12,13.4,44.4,28.23,31.52,0.1,1,0,0,11.27142857,1.758571429,1,-3.29,1.116542685
04/03/2024,W02,198000,12,9.4,50.9,24.16,18.93,4.1,0,53,0,10.75714286,2.344285714,0.857142857,5.23,0.78352649
05/03/2024,W02,198000,12,7.8,40.2,24.31,15.8,4.04,0,85,1,10.81428571,2.31,0.857142857,8.51,0.649938297
06/03/2024,W02,198000,12,11.2,49.1,28.77,26.85,1.86,0,21,0,10.91428571,2.174285714,0.714285714,1.92,0.933263816
07/03/2024,W02,198000,12,9,48.4,26.56,19.92,3.89,0,67,0,10.41428571,2.73,0.714285714,6.64,0.75
08/03/2024,W02,198000,12,12.7,47.1,24.69,26.13,0,0,0,0,10.92857143,2.254285714,0.714285714,-1.44,1.058323208
09/03/2024,W02,198000,12,8.3,51.6,27.17,18.79,4,0,83,1,10.25714286,2.57,0.142857143,8.38,0.691571586
10/03/2024,W02,198000,12,12.2,54.6,25.25,25.67,0,0,0,0,10.08571429,2.555714286,0,-0.42,1.016633663
11/03/2024,W02,198000,12,11,50.6,28.98,26.57,0.8,2,24,0,10.31428571,2.084285714,0.285714286,2.41,0.916839199
12/03/2024,W02,198000,12,9.5,47,25.59,20.26,2.66,0,55,0,10.55714286,1.887142857,0.285714286,5.33,0.791715514
13/03/2024,W02,198000,12,9.8,47.3,25.82,21.09,2.69,0,48,0,10.35714286,2.005714286,0.285714286,4.73,0.816808675
14/03/2024,W02,198000,12,13.2,47.7,25.42,27.96,4.62,1,0,0,10.95714286,2.11,0.428571429,-2.54,1.099921322
15/03/2024,W02,198000,12,10.7,50.5,25.1,22.38,3.98,0,27,0,10.67142857,2.678571429,0.428571429,2.72,0.891633466
16/03/2024,W02,198000,12,13,45.5,25.36,27.47,0.86,0,0,0,11.34285714,2.23,0.428571429,-2.11,1.083201893
17/03/2024,W02,198000,12,11.3,48.7,24.34,22.92,0.98,0,14,0,11.21428571,2.37,0.428571429,1.42,0.941659819
18/03/2024,W02,198000,12,9.6,37.5,26.85,21.48,2.35,1,55,0,11.01428571,2.591428571,0.285714286,5.37,0.8
19/03/2024,W02,198000,12,12.6,55.6,25.41,26.68,0.74,0,0,0,11.45714286,2.317142857,0.285714286,-1.27,1.049980323
20/03/2024,W02,198000,12,10.4,55.1,26.94,23.35,1.33,1,37,0,11.54285714,2.122857143,0.428571429,3.59,0.866740906
21/03/2024,W02,198000,12,11.3,58.4,29.22,27.52,2.55,0,16,0,11.27142857,1.827142857,0.285714286,1.7,0.941820671
22/03/2024,W02,198000,12,10.7,46.1,26.17,23.33,1.76,0,29,0,11.27142857,1.51,0.285714286,2.84,0.891478793
23/03/2024,W02,198000,12,11.7,44.2,29.35,28.62,0.53,2,7,0,11.08571429,1.462857143,0.571428571,0.73,0.975127768
24/03/2024,W02,198000,12,8.9,47.3,26.94,19.98,2.58,2,70,0,10.74285714,1.691428571,0.857142857,6.96,0.741648107
25/03/2024,W02,198000,12,11.1,45.5,28.19,26.08,0.99,0,21,0,10.95714286,1.497142857,0.714285714,2.11,0.925150763
26/03/2024,W02,198000,12,9.1,46.5,24.13,18.3,3.59,0,58,0,10.45714286,1.904285714,0.714285714,5.83,0.758392043
27/03/2024,W02,198000,12,11.5,51.7,29.34,28.12,1.37,0,13,0,10.61428571,1.91,0.571428571,1.22,0.958418541
28/03/2024,W02,198000,12,10.4,37.2,26.8,23.23,2.16,0,35,0,10.48571429,1.854285714,0.571428571,3.57,0.866791045
29/03/2024,W02,198000,12,8.5,37.6,28.24,20,4.21,1,83,0,10.17142857,2.204285714,0.714285714,8.24,0.708215297
30/03/2024,W02,198000,12,8.7,52.8,29.13,21.12,3.56,0,80,0,9.742857143,2.637142857,0.428571429,8.01,0.725025747
31/03/2024,W02,198000,12,8.7,42.4,24.23,17.57,3.35,1,67,0,9.714285714,2.747142857,0.285714286,6.66,0.725134131
01/04/2024,W02,198000,12,8.2,51,25.67,17.54,3.21,0,81,1,9.3,3.064285714,0.285714286,8.13,0.683287885
02/04/2024,W02,198000,12,11.4,47.4,24.93,23.68,1.31,0,14,0,9.628571429,2.738571429,0.285714286,1.25,0.949859607
03/04/2024,W02,198000,12,11.7,48,27.83,27.13,0.88,0,6,0,9.657142857,2.668571429,0.285714286,0.7,0.974847287
04/04/2024,W02,198000,12,12.2,50.9,25.32,25.74,0,0,0,0,9.914285714,2.36,0.285714286,-0.42,1.016587678
05/04/2024,W02,198000,12,9.2,57.1,27.24,20.88,2.39,1,63,0,10.01428571,2.1,0.285714286,6.36,0.766519824
06/04/2024,W02,198000,12,12.5,36.6,27.52,28.67,0.13,0,0,0,10.55714286,1.61,0.285714286,-1.15,1.041787791
07/04/2024,W02,198000,12,10.2,46.2,28.3,24.05,1.44,0,42,0,10.77142857,1.337142857,0.142857143,4.25,0.849823322
08/04/2024,W02,198000,12,11.8,38.6,27.74,27.28,0.29,0,6,0,11.28571429,0.92,0.142857143,0.46,0.983417448
09/04/2024,W02,198000,12,10.1,47,29.37,24.72,1.89,0,46,0,11.1,1.002857143,0.142857143,4.65,0.841675179
10/04/2024,W02,198000,12,10.8,43.1,26.71,24.04,1.35,0,27,0,10.97142857,1.07,0.142857143,2.67,0.900037439
11/04/2024,W02,198000,12,11.4,46.8,25.43,24.16,1.58,1,12,0,10.85714286,1.295714286,0.285714286,1.27,0.950058985
12/04/2024,W02,198000,12,10,45.1,28.3,23.58,3.11,0,48,0,10.97142857,1.398571429,0.142857143,4.72,0.833215548
13/04/2024,W02,198000,12,14.4,46.5,26.26,31.51,0,1,0,0,11.24285714,1.38,0.285714286,-5.25,1.199923839
14/04/2024,W02,198000,12,12.2,49.3,27.64,28.1,0,1,0,0,11.52857143,1.174285714,0.428571429,-0.46,1.016642547
15/04/2024,W02,198000,12,12.1,56.8,26.28,26.5,0.72,1,0,0,11.57142857,1.235714286,0.571428571,-0.22,1.008371385
16/04/2024,W02,198000,12,12.2,50.3,28.37,28.84,0.33,0,0,0,11.87142857,1.012857143,0.571428571,-0.47,1.016566796
17/04/2024,W02,198000,12,10.3,48.3,24.94,21.41,3.36,0,35,0,11.8,1.3,0.571428571,3.53,0.858460305
18/04/2024,W02,198000,12,9.5,50.8,27.61,21.86,2.08,0,58,0,11.52857143,1.371428571,0.428571429,5.75,0.791742122
19/04/2024,W02,198000,12,8.2,53,27.84,19.02,5.77,0,88,1,11.27142857,1.751428571,0.428571429,8.82,0.683189655
20/04/2024,W02,198000,12,9.1,47.1,26.47,20.07,2.37,2,63,0,10.51428571,2.09,0.571428571,6.4,0.758216849
21/04/2024,W02,198000,12,10,43.3,25.78,21.48,2.74,0,44,0,10.2,2.481428571,0.428571429,4.3,0.833204034
22/04/2024,W02,198000,12,11.4,55.1,24.97,23.72,1.74,0,13,0,10.1,2.627142857,0.285714286,1.25,0.949939928
23/04/2024,W02,198000,12,12.1,43.7,24.78,24.99,2.1,0,0,0,10.08571429,2.88,0.285714286,-0.21,1.008474576
24/04/2024,W02,198000,12,10.6,55.2,27.73,24.49,2.54,0,33,0,10.12857143,2.762857143,0.285714286,3.24,0.883159034
25/04/2024,W02,198000,12,13.1,46.3,24.37,26.6,0,1,0,0,10.64285714,2.465714286,0.428571429,-2.23,1.09150595
26/04/2024,W02,198000,12,9.8,46.1,27.94,22.82,4.04,0,52,0,10.87142857,2.218571429,0.428571429,5.12,0.816750179
27/04/2024,W02,198000,12,12.1,47.3,28.62,28.86,0.59,1,0,0,11.3,1.964285714,0.285714286,-0.24,1.008385744
28/04/2024,W02,198000,12,11.4,50.1,28.26,26.85,0.86,1,16,0,11.5,1.695714286,0.428571429,1.41,0.950106157
29/04/2024,W02,198000,12,14,48,26.49,30.9,0.17,0,0,0,11.87142857,1.471428571,0.428571429,-4.41,1.166477916
30/04/2024,W02,198000,12,9.2,51.8,24.74,18.97,3.3,1,57,0,11.45714286,1.642857143,0.571428571,5.77,0.766774454
01/05/2024,W02,198000,12,12.2,51.6,29.03,29.51,0,0,0,0,11.68571429,1.28,0.571428571,-0.48,1.016534619
02/05/2024,W02,198000,12,11.5,49.7,24.27,23.26,2.03,0,11,0,11.45714286,1.57,0.428571429,1.01,0.958384837
03/05/2024,W02,198000,12,8.8,48.5,24.54,18,3.08,2,66,0,11.31428571,1.432857143,0.714285714,6.54,0.733496333
04/05/2024,W02,198000,12,10.2,52.7,25.51,21.68,2.75,0,39,0,11.04285714,1.741428571,0.571428571,3.83,0.849862799
05/05/2024,W02,198000,12,7.9,53.2,27.1,17.84,3.79,1,94,1,10.54285714,2.16,0.571428571,9.26,0.658302583
06/05/2024,W02,198000,12,11.5,49.7,27.6,26.45,0.88,1,13,0,10.18571429,2.261428571,0.714285714,1.15,0.958333333
07/05/2024,W02,198000,12,9.4,57.2,27.79,21.77,3.81,1,62,0,10.21428571,2.334285714,0.714285714,6.02,0.783375315
08/05/2024,W02,198000,12,13.8,46.8,24.15,27.77,0.53,0,0,0,10.44285714,2.41,0.714285714,-3.62,1.14989648
09/05/2024,W02,198000,12,9.7,59.6,24.4,19.72,2.78,0,47,0,10.18571429,2.517142857,0.714285714,4.68,0.808196721
10/05/2024,W02,198000,12,10.3,54.5,27.06,23.23,2.25,1,38,0,10.4,2.398571429,0.571428571,3.83,0.858462676
11/05/2024,W02,198000,12,8.7,45.5,29.3,21.24,2.94,1,81,0,10.18571429,2.425714286,0.714285714,8.06,0.724914676
12/05/2024,W02,198000,12,10.9,50.5,25.06,22.76,1.2,1,24,0,10.61428571,2.055714286,0.714285714,2.3,0.908220271
13/05/2024,W02,198000,12,11.5,51.7,25.1,24.05,0.51,1,10,0,10.61428571,2.002857143,0.714285714,1.05,0.958167331
14/05/2024,W02,198000,12,10.5,43.9,24.19,21.17,2.73,1,30,0,10.77142857,1.848571429,0.714285714,3.02,0.875155023
15/05/2024,W02,198000,12,14,49.8,24.45,28.53,2.95,0,0,0,10.8,2.194285714,0.714285714,-4.08,1.166871166
16/05/2024,W02,198000,12,9.1,43.9,25.49,19.33,2.74,0,61,0,10.71428571,2.188571429,0.714285714,6.16,0.758336603
17/05/2024,W02,198000,12,8.7,44.6,26.85,19.47,4.5,0,74,0,10.48571429,2.51,0.571428571,7.38,0.725139665
18/05/2024,W02,198000,12,11.9,49.5,28.09,27.86,1.26,0,3,0,10.94285714,2.27,0.428571429,0.23,0.991812033
19/05/2024,W02,198000,12,9.7,47.3,26.51,21.43,2.93,0,50,0,10.77142857,2.517142857,0.285714286,5.08,0.808374198
20/05/2024,W02,198000,12,10.8,45.5,27.31,24.58,1.95,1,29,0,10.67142857,2.722857143,0.285714286,2.73,0.900036617
21/05/2024,W02,198000,12,8.8,53.3,26.38,19.35,4.93,0,71,0,10.42857143,3.037142857,0.142857143,7.03,0.733510235
22/05/2024,W02,198000,12,10.1,52.3,27.38,23.04,1.81,0,45,0,9.871428571,2.874285714,0.142857143,4.34,0.841490139
23/05/2024,W02,198000,12,10.6,44.1,28.55,25.22,1.12,2,34,0,10.08571429,2.642857143,0.428571429,3.33,0.883362522
24/05/2024,W02,198000,12,13.1,52.2,28.38,30.98,0.27,0,0,0,10.71428571,2.038571429,0.428571429,-2.6,1.091613813
25/05/2024,W02,198000,12,10.9,44.8,27.76,25.22,4.57,1,25,0,10.57142857,2.511428571,0.571428571,2.54,0.908501441
26/05/2024,W02,198000,12,11.8,44.1,24.25,23.85,1.66,0,3,0,10.87142857,2.33,0.571428571,0.4,0.983505155
27/05/2024,W02,198000,12,7.5,45.3,25.07,15.67,4.63,0,95,1,10.4,2.712857143,0.428571429,9.4,0.62504986
28/05/2024,W02,198000,12,7.2,49.6,25.74,15.44,4.23,1,104,1,10.17142857,2.612857143,0.571428571,10.3,0.5998446
29/05/2024,W02,198000,12,12.1,49.1,29.32,29.56,0.27,1,0,0,10.45714286,2.392857143,0.714285714,-0.24,1.008185539
30/05/2024,W02,198000,12,8.8,49.6,26.75,19.62,3.5,0,72,0,10.2,2.732857143,0.428571429,7.13,0.733457944
31/05/2024,W02,198000,12,13.8,45.7,27.38,31.49,0,1,0,0,10.3,2.694285714,0.571428571,-4.11,1.150109569
01/06/2024,W02,198000,12,9.3,46,24.5,18.99,2.2,0,55,0,10.07142857,2.355714286,0.428571429,5.51,0.775102041
02/06/2024,W02,198000,12,10,47.8,26.65,22.21,1.66,0,46,0,9.814285714,2.355714286,0.428571429,4.44,0.833395872
03/06/2024,W02,198000,12,10.2,38.5,26.46,22.49,3.19,0,40,0,10.2,2.15,0.428571429,3.97,0.849962207
04/06/2024,W02,198000,12,9.8,54.2,27.7,22.62,2.34,1,51,0,10.57142857,1.88,0.428571429,5.08,0.816606498
05/06/2024,W02,198000,12,11.3,54.7,26.65,25.1,1.12,0,16,0,10.45714286,2.001428571,0.285714286,1.55,0.941838649
06/06/2024,W02,198000,12,11,50.7,28.29,25.93,1.47,1,25,0,10.77142857,1.711428571,0.428571429,2.36,0.916578296
07/06/2024,W02,198000,12,10.5,44.5,27.48,24.05,2.52,0,34,0,10.3,2.071428571,0.285714286,3.43,0.875181951
08/06/2024,W02,198000,12,9.2,46.1,27.1,20.78,3.4,0,64,0,10.28571429,2.242857143,0.285714286,6.32,0.766789668
09/06/2024,W02,198000,12,12.8,55.2,26.99,28.79,0,2,0,0,10.68571429,2.005714286,0.571428571,-1.8,1.066691367
10/06/2024,W02,198000,12,11.9,45.8,26.28,26.06,0.29,0,4,0,10.92857143,1.591428571,0.571428571,0.22,0.991628615
11/06/2024,W02,198000,12,10.1,48.1,28.22,23.75,1.6,1,46,0,10.97142857,1.485714286,0.571428571,4.47,0.841601701
12/06/2024,W02,198000,12,11.2,50,24.39,22.76,6.77,1,17,0,10.95714286,2.292857143,0.714285714,1.63,0.933169332
13/06/2024,W02,198000,12,8.2,48.4,24.48,16.73,5.35,0,77,1,10.55714286,2.847142857,0.571428571,7.75,0.683415033
14/06/2024,W02,198000,12,10.8,54,27.98,25.18,1.15,0,28,0,10.6,2.651428571,0.571428571,2.8,0.89992852
15/06/2024,W02,198000,12,10.4,56.7,25.71,22.28,1.43,0,34,0,10.77142857,2.37,0.571428571,3.43,0.866588876
16/06/2024,W02,198000,12,7.6,47.1,24.26,15.36,4.62,0,90,1,10.02857143,3.03,0.285714286,8.9,0.633140973
17/06/2024,W02,198000,12,9.3,44.8,29.29,22.7,5.06,1,67,0,9.657142857,3.711428571,0.428571429,6.59,0.775008535
18/06/2024,W02,198000,12,8.5,54.1,25.34,17.95,4.61,0,73,0,9.428571429,4.141428571,0.285714286,7.39,0.708366219
19/06/2024,W02,198000,12,11.7,41.1,28.82,28.1,1.13,0,8,0,9.5,3.335714286,0.142857143,0.72,0.975017349
20/06/2024,W02,198000,12,12.4,48.4,24.67,25.49,0.02,0,0,0,10.1,2.574285714,0.142857143,-0.82,1.033238752
21/06/2024,W02,198000,12,11.3,51.5,26.09,24.57,4.24,1,17,0,10.17142857,3.015714286,0.285714286,1.52,0.94174013
22/06/2024,W02,198000,12,11.7,44.8,27.08,26.4,0.96,1,6,0,10.35714286,2.948571429,0.428571429,0.68,0.974889217
23/06/2024,W02,198000,12,11.3,51.5,27.32,25.73,6.28,0,15,0,10.88571429,3.185714286,0.428571429,1.59,0.941800878
24/06/2024,W02,198000,12,12.7,55.4,24.62,26.06,0,1,0,0,11.37142857,2.462857143,0.428571429,-1.44,1.058489033
25/06/2024,W02,198000,12,9.2,53.2,25.01,19.17,2.82,0,58,0,11.47142857,2.207142857,0.428571429,5.84,0.766493403
26/06/2024,W02,198000,12,10.9,51.8,29.05,26.39,1.42,1,27,0,11.35714286,2.248571429,0.571428571,2.66,0.908433735
27/06/2024,W02,198000,12,12.2,51.6,25.35,25.77,0.92,0,0,0,11.32857143,2.377142857,0.571428571,-0.42,1.016568047
28/06/2024,W02,198000,12,12.4,38.2,24.06,24.86,0.06,1,0,0,11.48571429,1.78,0.571428571,-0.8,1.033250208
01/01/2024,W03,89000,35,7.1,43.2,13.12,7.76,4.02,2,54,1,7.1,4.02,2,5.36,0.591463415
02/01/2024,W03,89000,35,10.9,33,11.97,10.87,1.02,1,11,0,9,2.52,1.5,1.1,0.908103592
03/01/2024,W03,89000,35,5,34.8,12.57,5.24,5.99,1,74,1,7.666666667,3.676666667,1.333333333,7.33,0.416865553
04/01/2024,W03,89000,35,6.4,42.6,10.98,5.86,5.86,2,53,1,7.35,4.2225,1.5,5.12,0.533697632
05/01/2024,W03,89000,35,6.2,24.3,10.98,5.67,4.75,3,53,1,7.12,4.328,1.8,5.31,0.516393443
06/01/2024,W03,89000,35,9.1,33.7,11.49,8.71,3.78,2,29,0,7.45,4.236666667,1.833333333,2.78,0.758050479
07/01/2024,W03,89000,35,8.7,30.6,11.3,8.19,3.93,1,32,0,7.628571429,4.192857143,1.714285714,3.11,0.724778761
08/01/2024,W03,89000,35,8.5,27.2,12.18,8.63,4.4,2,37,0,7.828571429,4.247142857,1.714285714,3.55,0.708538588
09/01/2024,W03,89000,35,8.8,38.4,12.47,9.14,3.21,1,35,0,7.528571429,4.56,1.714285714,3.33,0.732959102
10/01/2024,W03,89000,35,8,42,12.93,8.62,4.04,3,43,1,7.957142857,4.281428571,2,4.31,0.666666667
11/01/2024,W03,89000,35,8.7,32.5,12.91,9.36,4.64,2,35,0,8.285714286,4.107142857,2,3.55,0.725019365
12/01/2024,W03,89000,35,9.5,34.8,10.84,8.58,2.97,2,23,0,8.757142857,3.852857143,1.857142857,2.26,0.791512915
13/01/2024,W03,89000,35,8.9,28.9,12.62,9.36,6.89,2,33,0,8.728571429,4.297142857,1.857142857,3.26,0.741679873
14/01/2024,W03,89000,35,6.9,34.8,11.08,6.37,7.44,2,47,1,8.471428571,4.798571429,2,4.71,0.574909747
15/01/2024,W03,89000,35,8.8,37.4,12.72,9.33,2.87,2,35,0,8.514285714,4.58,2,3.39,0.733490566
16/01/2024,W03,89000,35,9.3,39.6,12.14,9.41,2.35,1,29,0,8.585714286,4.457142857,2,2.73,0.775123558
17/01/2024,W03,89000,35,8.2,38.3,11.97,8.18,3.32,3,38,1,8.614285714,4.354285714,2,3.79,0.683375104
18/01/2024,W03,89000,35,4.2,33,11.57,4.05,6.76,1,77,1,7.971428571,4.657142857,1.857142857,7.52,0.350043215
19/01/2024,W03,89000,35,7.1,32.7,11.45,6.77,4.14,0,48,1,7.628571429,4.824285714,1.571428571,4.68,0.591266376
20/01/2024,W03,89000,35,8.5,32.5,12.96,9.18,3.06,1,37,0,7.571428571,4.277142857,1.428571429,3.78,0.708333333
21/01/2024,W03,89000,35,7.8,23.2,13.16,8.55,4.66,3,46,1,7.7,3.88,1.571428571,4.61,0.649696049
22/01/2024,W03,89000,35,9.2,38.2,12.47,9.56,2.33,1,31,0,7.757142857,3.802857143,1.428571429,2.91,0.766639936
23/01/2024,W03,89000,35,7,40.8,12.7,7.41,4.14,1,52,1,7.428571429,4.058571429,1.428571429,5.29,0.583464567
24/01/2024,W03,89000,35,8.3,34.3,12.1,8.37,3.78,0,37,1,7.442857143,4.124285714,1,3.73,0.691735537
25/01/2024,W03,89000,35,5.7,37.2,11.83,5.62,5.25,2,64,1,7.657142857,3.908571429,1.142857143,6.21,0.475063398
26/01/2024,W03,89000,35,6.8,40.4,11.99,6.79,5.69,1,52,1,7.614285714,4.13,1.285714286,5.2,0.566305254
27/01/2024,W03,89000,35,6.6,35.4,11.68,6.42,11.5,0,53,1,7.342857143,5.335714286,1.142857143,5.26,0.549657534
28/01/2024,W03,89000,35,7.8,42.5,12.9,8.38,3.51,2,46,1,7.342857143,5.171428571,1,4.52,0.649612403
29/01/2024,W03,89000,35,8.5,34.4,13.14,9.31,3.19,0,38,0,7.242857143,5.294285714,0.857142857,3.83,0.708523592
30/01/2024,W03,89000,35,8.4,27.5,11.85,8.29,5.59,0,35,1,7.442857143,5.501428571,0.714285714,3.56,0.699578059
31/01/2024,W03,89000,35,8.2,41,12.53,8.56,3.11,2,39,1,7.428571429,5.405714286,1,3.97,0.683160415
01/02/2024,W03,89000,35,7.7,46.5,12.52,8.03,4.15,2,44,1,7.714285714,5.248571429,1,4.49,0.641373802
02/02/2024,W03,89000,35,7.7,37.7,11.47,7.36,4.61,2,41,1,7.842857143,5.094285714,1.142857143,4.11,0.641673932
03/02/2024,W03,89000,35,8.8,46.5,12.65,9.28,5.29,1,34,0,8.157142857,4.207142857,1.285714286,3.37,0.733596838
04/02/2024,W03,89000,35,8.5,40.5,12.42,8.8,3.46,3,36,0,8.257142857,4.2,1.428571429,3.62,0.708534622
05/02/2024,W03,89000,35,10,25.8,11.5,9.58,3.47,1,20,0,8.471428571,4.24,1.571428571,1.92,0.833043478
06/02/2024,W03,89000,35,9.9,38.9,12.58,10.38,4.07,1,22,0,8.685714286,4.022857143,1.714285714,2.2,0.825119237
07/02/2024,W03,89000,35,8.8,38.7,11.31,8.29,4.1,2,30,0,8.771428571,4.164285714,1.714285714,3.02,0.732979664
08/02/2024,W03,89000,35,6.3,37,11.07,5.81,5.77,1,54,1,8.571428571,4.395714286,1.571428571,5.26,0.524841915
09/02/2024,W03,89000,35,7.8,28.9,12.83,8.34,5.41,2,46,1,8.585714286,4.51,1.571428571,4.49,0.650038971
10/02/2024,W03,89000,35,9.2,33.9,11.98,9.18,5.94,4,29,0,8.642857143,4.602857143,2,2.8,0.766277129
11/02/2024,W03,89000,35,9.7,40.6,12.1,9.78,2.57,0,23,0,8.814285714,4.475714286,1.571428571,2.32,0.808264463
12/02/2024,W03,89000,35,6.1,34.2,12.64,6.43,5.58,1,64,1,8.257142857,4.777142857,1.571428571,6.21,0.508702532
13/02/2024,W03,89000,35,6.3,31.3,11.33,5.95,6.25,1,54,1,7.742857143,5.088571429,1.571428571,5.38,0.525154457
14/02/2024,W03,89000,35,6.2,28.4,12.76,6.59,4.93,1,61,1,7.371428571,5.207142857,1.428571429,6.17,0.51645768
15/02/2024,W03,89000,35,9.1,36.7,11.48,8.71,5.87,1,28,0,7.771428571,5.221428571,1.428571429,2.77,0.758710801
16/02/2024,W03,89000,35,6.9,36,11.35,6.53,5.13,2,49,1,7.642857143,5.181428571,1.428571429,4.82,0.575330396
17/02/2024,W03,89000,35,8.5,32.9,12.89,9.13,4.92,0,37,0,7.542857143,5.035714286,0.857142857,3.76,0.708301009
18/02/2024,W03,89000,35,4.9,32.3,11.67,4.77,7.06,3,69,1,6.857142857,5.677142857,1.285714286,6.9,0.40874036
19/02/2024,W03,89000,35,7.2,38.4,11.61,6.97,4.34,0,48,1,7.014285714,5.5,1.142857143,4.64,0.600344531
